CONVERSATION ID,CONVERSATION TITLE,FROM,SENDER PROFILE URL,TO,RECIPIENT PROFILE URLS,DATE,SUBJECT,CONTENT,FOLDER
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,2024-07-17 09:24:59 UTC,,Yes,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-07-17 08:59:33 UTC,,currently you are in ahmedabad?,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-07-17 08:32:20 UTC,,okay,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-07-17 08:32:15 UTC,,Hello,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,2024-07-17 08:13:02 UTC,,Its negotiable ,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,2024-07-17 07:29:34 UTC,,Current salary -3.5lpa Expected -5.5lpa ,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-07-17 07:24:43 UTC,,May I know your current salary and expected one?,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-07-17 07:24:33 UTC,,Hello,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,2024-07-17 05:44:52 UTC,,,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,2024-07-17 05:44:35 UTC,,Sure ,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-07-17 05:08:40 UTC,,Could you please share me your updated resume,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-07-17 05:08:27 UTC,,"yes, we do have",INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,2024-07-17 04:46:12 UTC,,do you have any vacancy for Python developer ?,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-07-17 04:44:32 UTC,,"Hello, RANJAN",INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,2024-07-17 04:44:12 UTC,,hello .good morning,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-06-24 05:36:33 UTC,,Please share me your updated resume,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-06-24 05:36:21 UTC,,"Yes, We do have",INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,2024-06-23 17:21:56 UTC,,Hello ma'am. Is there any vacancy for python developer role?,INBOX
2-MzNjMGNkNjQtOTI5YS00ZmUyLWJjZTctM2UxNDVjMjE5ZTNkXzAxMw==,,Vishakha  Singh,https://www.linkedin.com/in/vishakha-singh-1574bb229,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-03-27 07:12:21 UTC,,Hello Ranjan  Are you looking for job change?,INBOX
2-YmNlZjg1MTQtNDAxNC00ZmMyLWFiMTEtNTBhNmZhMGVmMWQ3XzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Rashmiranjan Sahu,https://www.linkedin.com/in/rashmiranjan-sahu-7a10b931a,2024-07-17 04:31:50 UTC,,"Hi, Rashmiranjan",INBOX
2-YmNlZjg1MTQtNDAxNC00ZmMyLWFiMTEtNTBhNmZhMGVmMWQ3XzAxMw==,,Rashmiranjan Sahu,https://www.linkedin.com/in/rashmiranjan-sahu-7a10b931a,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-07-17 04:26:45 UTC,,"Hi RANJAN,  It's been some time since we connected. How have you been?",INBOX
2-MTAzOTE3YTItNmQzOS00OWUwLTliNDQtYzk3MTA5ZTQ3YTZmXzAxMw==,"Impressed by your Profile, ever consider working at Google ?",Pratik Kapasi,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-07-13 17:37:14 UTC,,"<p class=""spinmail-quill-editor__spin-break"">Hi,&nbsp;RANJAN SAHU,&nbsp;</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">I am<strong> Pratik Kapasi</strong>, founder at <strong>HeyCoach</strong> and I see great potential in your career as a <strong>software developer.</strong></p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">You can easily earn a salary package of<strong> 60+ LPA</strong> while working at top product based companies including <strong>Microsoft, Amazon, Flipkart and more!</strong></p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">This isn’t a distant dream. It's a tangible reality with the right<strong> guidance</strong> and<strong> mentorship.</strong></p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Having worked at industry leaders like <strong>Google </strong>and <strong>Flipkart</strong>, I have insights on how to climb the <strong>tech ladder.</strong></p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">At <strong>HeyCoach</strong> we handpick <strong>30 developers</strong> for an exclusive programme that offers:</p><p class=""spinmail-quill-editor__spin-break""><br></p><ul><li>Personalised mentorship from top Industry Professionals</li><li>DSA &amp; System Design roadmap</li><li>100% placement assistance</li><li>Technical mock interviews</li></ul><p class=""spinmail-quill-editor__spin-break"">We've trained over<strong> 1200 learners</strong>, placed them with <strong>salary packages of 50+ LPA</strong> with up to a <strong>300% salary hike.</strong></p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Sign up for a<strong> Free Career Consultation, </strong>and receive your<strong> Blueprint To Success Today!</strong></p>",INBOX
2-MjRiZTE5OTYtZjJmOS00OTBmLWE5MzMtNTc0ZTkzZTg1NmQxXzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Jyoti Verma,https://www.linkedin.com/in/jyoti-verma-14b67827a,2024-07-12 04:45:49 UTC,,,INBOX
2-MjRiZTE5OTYtZjJmOS00OTBmLWE5MzMtNTc0ZTkzZTg1NmQxXzAxMw==,,Jyoti Verma,https://www.linkedin.com/in/jyoti-verma-14b67827a,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-07-11 12:53:38 UTC,,yes,INBOX
2-MjRiZTE5OTYtZjJmOS00OTBmLWE5MzMtNTc0ZTkzZTg1NmQxXzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Jyoti Verma,https://www.linkedin.com/in/jyoti-verma-14b67827a,2024-07-11 12:05:35 UTC,,My brother is looking for the same .so can I share his resume here?,INBOX
2-MjRiZTE5OTYtZjJmOS00OTBmLWE5MzMtNTc0ZTkzZTg1NmQxXzAxMw==,,Jyoti Verma,https://www.linkedin.com/in/jyoti-verma-14b67827a,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-07-11 12:02:16 UTC,,yes,INBOX
2-MjRiZTE5OTYtZjJmOS00OTBmLWE5MzMtNTc0ZTkzZTg1NmQxXzAxMw==,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,Jyoti Verma,https://www.linkedin.com/in/jyoti-verma-14b67827a,2024-07-11 12:01:06 UTC,,"Hi Jyoti, I hope you are doing well. Please let me know, Is there any vacancy for python fresher role?",INBOX
2-YTQ3YjFkOTctMGZiNS00MjE3LThiYjAtNjkzOTczMjg5MGU1XzAxMw==,Project-led developer program with guaranteed placement.,Kiran Suresh,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-07-07 16:35:25 UTC,,"<p class=""spinmail-quill-editor__spin-break"">Hi RANJAN! I am Kiran, Founding Member and curriculum head of <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&utm_medium=SD-InMail&utm_campaign=Software-Development-Job-Based&utm_content=Kiran&li_fat_id=49e52f94-1944-4028-8784-18f0b15375c4"" target=""_blank"">Crio.Do</a>.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">I am impressed with your experience as Python Developer in Latitude Technolabs Pvt. Ltd. and I wanted to discuss <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&utm_medium=SD-InMail&utm_campaign=Software-Development-Job-Based&utm_content=Kiran&li_fat_id=49e52f94-1944-4028-8784-18f0b15375c4"" target=""_blank"">Crio</a> with you. <strong>The demand for <em>skilled Full-Stack and Backend developers</em> with real experience has <em>grown 30% </em>over the last few months.</strong> But unfortunately, gaining such experience is not that easy.&nbsp;</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">This is why we launched our <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&utm_medium=SD-InMail&utm_campaign=Software-Development-Job-Based&utm_content=Kiran&li_fat_id=49e52f94-1944-4028-8784-18f0b15375c4"" target=""_blank"">Fellowship Program in Software Development</a>.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">In <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&utm_medium=SD-InMail&utm_campaign=Software-Development-Job-Based&utm_content=Kiran&li_fat_id=49e52f94-1944-4028-8784-18f0b15375c4"" target=""_blank"">this program</a>, you’ll master Full-stack, or Backend development through <strong>real work experience of building multiple projects hands-on</strong> in an actual developer environment. <em>No boring videos, endless lectures, and lengthy tutorials.</em></p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Work on projects that you can add on your resume like:-</p><p class=""spinmail-quill-editor__spin-break""><br></p><ol><li>Build a <strong>Swiggy like app</strong> to <strong>master Java Backend</strong>.</li><li>Build your own <strong>Netflix like app</strong> to <strong>excel in MERN Stack</strong>.</li><li>Build a <strong>Flipkart like app</strong> to <strong>master Node.Js</strong>.</li></ol><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">I would like to personally invite you to experience our revolutionary way of learning tech. <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&utm_medium=SD-InMail&utm_campaign=Software-Development-Job-Based&utm_content=Kiran&li_fat_id=49e52f94-1944-4028-8784-18f0b15375c4"" target=""_blank"">Start for free</a>, and earn an assured scholarship after the free trial.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">I’m proud to say that Crio graduates have cracked careers in companies like <strong>CRED, Grab, Meesho, Jumbotail, Playment, Ninjacart, IBM</strong>, and many more.&nbsp;</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Looking forward to seeing you in our <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&utm_medium=SD-InMail&utm_campaign=Software-Development-Job-Based&utm_content=Kiran&li_fat_id=49e52f94-1944-4028-8784-18f0b15375c4"" target=""_blank"">program</a>.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Happy learning!</p><p class=""spinmail-quill-editor__spin-break"">Kiran</p><p class=""spinmail-quill-editor__spin-break"">Founding Member, Crio.Do</p>",INBOX
2-NzFlNzRjODYtZDNkNi00ZjkyLTg5N2MtYjBkMDc5ZWNiYWRlXzAxMw==,Project-led developer program with guaranteed placement.,RAUNAK BARANWAL,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-06-30 03:57:40 UTC,,"<p class=""spinmail-quill-editor__spin-break"">Hi RANJAN! I am Raunak, Product Manager at <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&utm_medium=SD-InMail&utm_campaign=Software-Development-Job-Based&utm_content=Raunak&li_fat_id=49e52f94-1944-4028-8784-18f0b15375c4"" target=""_blank"">Crio.Do</a>.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">I am impressed with your experience as Python Developer in Latitude Technolabs Pvt. Ltd. and I wanted to discuss <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&utm_medium=SD-InMail&utm_campaign=Software-Development-Job-Based&utm_content=Raunak&li_fat_id=49e52f94-1944-4028-8784-18f0b15375c4"" target=""_blank"">Crio</a> with you. <strong>The demand for <em>skilled Full-Stack and Backend developers</em> with real experience has <em>grown 30% </em>over the last few months.</strong> But unfortunately, gaining such experience is not that easy.&nbsp;</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">This is why we launched our <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&utm_medium=SD-InMail&utm_campaign=Software-Development-Job-Based&utm_content=Raunak&li_fat_id=49e52f94-1944-4028-8784-18f0b15375c4"" target=""_blank"">Fellowship Program in Software Development</a>.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">In <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&utm_medium=SD-InMail&utm_campaign=Software-Development-Job-Based&utm_content=Raunak&li_fat_id=49e52f94-1944-4028-8784-18f0b15375c4"" target=""_blank"">this program</a>, you’ll master Full-stack, or Backend development through <strong>real work experience of building multiple internship-grade projects</strong> in an actual developer environment. <em>No boring videos, endless lectures, and lengthy tutorials.</em></p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Work on projects that you can add on your resume like:-</p><p class=""spinmail-quill-editor__spin-break""><br></p><ol><li>Build a <strong>Swiggy like app</strong> to <strong>master Java Backend</strong>.</li><li>Build your own <strong>Netflix like app</strong> to <strong>excel in MERN Stack</strong>.</li><li>Build a <strong>Flipkart like app</strong> to <strong>master Node.Js</strong>.</li></ol><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">I would like to personally invite you to experience our revolutionary way of learning tech. <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&utm_medium=SD-InMail&utm_campaign=Software-Development-Job-Based&utm_content=Raunak&li_fat_id=49e52f94-1944-4028-8784-18f0b15375c4"" target=""_blank"">Start for free</a>, and earn an assured scholarship after the free trial.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">I’m proud to say that Crio graduates have cracked careers in companies like <strong>CRED, Grab, Meesho, Vogo, Jumbotail, Playment, Ninjacart, IBM</strong>, and many more.&nbsp;</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Looking forward to seeing you in our <a rel=""noopener"" href=""https://www.crio.do/software-development-fellowship-program/?utm_source=linkedin-inmail&utm_medium=SD-InMail&utm_campaign=Software-Development-Job-Based&utm_content=Raunak&li_fat_id=49e52f94-1944-4028-8784-18f0b15375c4"" target=""_blank"">program</a>.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Happy learning!</p><p class=""spinmail-quill-editor__spin-break"">Raunak</p><p class=""spinmail-quill-editor__spin-break"">Product Manager, Crio.Do</p>",INBOX
2-ZWMyMTBkODctZmNmNS00ZDFkLTk5MTEtZmEwZDg4ODlmYTVlXzAxMw==,Personal Invite: Business event in Gandhinagar ,Kashish Soni,,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-06-24 05:56:29 UTC,,"<p class=""spinmail-quill-editor__spin-break"">Hi RANJAN,</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">I'am pleased to invite you to one of the biggest business events of India. </p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break"">Join us at <strong>Odoo Community Days 2024</strong> and dive into integrated business software with over 100 insightful talks!</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break""><strong>Why Attend?</strong></p><p class=""spinmail-quill-editor__spin-break"">Expert Talks: Best practices, development, and business growth.</p><p class=""spinmail-quill-editor__spin-break"">Q&amp;A Sessions: Engage with experts.</p><p class=""spinmail-quill-editor__spin-break"">New Features: Discover Odoo 18!</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break""><strong>Network &amp; Connect:</strong></p><p class=""spinmail-quill-editor__spin-break"">Build relationships with <strong>5,000+ attendees</strong> and Odoo experts.</p><p class=""spinmail-quill-editor__spin-break""><br></p><p class=""spinmail-quill-editor__spin-break""><strong>Event Details:</strong></p><p class=""spinmail-quill-editor__spin-break"">📅 August 23-24, 2024</p><p class=""spinmail-quill-editor__spin-break"">📍Gandhinagar</p><p class=""spinmail-quill-editor__spin-break""><br></p>",INBOX
2-YzAzZGM3NWYtNmUyMC00MWJmLTg1NjctZDBmODg3ZTAzODZmXzAxMw==,Job Application Status ll AKS ProTalent,Amreen Fathima,https://www.linkedin.com/in/amreen-fathima-55151225b,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-06-19 06:18:32 UTC,Job Application Status ll AKS ProTalent,"Hi RANJAN, Hope you’re doing well!  We received your job application as you applied for the role of SQL or Python Developer  & looking for a better opportunity. Currently, we’ve few opportunities as per your profile.   Being a HR Consultant, we refer & guide to grab the respective or similar opportunity. Join & follow our WhatsApp Community & Channel the details of current opportunities.   Community (Referral Opportunities): https://chat.whatsapp.com/Fa05igOQOJL8JCiIvEiAdj   Channel (All India Open Opportunities): https://whatsapp.com/channel/0029Va6DCKVLNSaAV3mf4v43  Success is all dependent on your efforts – Good Luck!  Amreen Fathima HR Specialist at AKS ProTalent",INBOX
2-YzIzNDUxZWQtNWY3ZS00MjEyLThkY2ItYzA1MzNmMzNlNzYyXzAxMA==,,Ladumor Shailesh Ahir,https://www.linkedin.com/in/ladumor-shailesh-ahir-924121165,RANJAN SAHU,https://www.linkedin.com/in/ranjan-sahu-738087227,2024-06-01 06:41:17 UTC,,Hey come check out and follow my page! https://www.linkedin.com/company/download-themes/,INBOX
